660,0,100
0,101,250
660,251,350
0,351,650
660,651,750
0,751,1050
510,1051,1150
0,1151,1250
660,1251,1350
0,1351,1650
770,1651,1750
0,1751,2300
380,2301,2400
0,2401,2975
510,2976,3075
0,3076,3525
380,3526,3625
0,3626,4025
320,4026,4125
0,4126,4625
440,4626,4725
0,4726,5025
480,5026,5105
0,5106,5435
450,5436,5535
0,5536,5685
430,5686,5785
0,5786,6085
380,6086,6185
0,6186,6385
660,6386,6465
0,6466,6665
760,6666,6715
0,6716,6865
860,6866,6965
0,6966,7265
700,7266,7345
0,7346,7495
760,7496,7545
0,7546,7895
660,7896,7975
0,7976,8275
520,8276,8355
0,8356,8505
580,8506,8585
0,8586,8735
480,8736,8815
0,8816,9315
510,9316,9415
0,9416,9865
380,9866,9965
0,9966,10365
320,10366,10465
0,10466,10965
440,10966,11065
0,11066,11365
480,11366,11445
0,11446,11775
450,11776,11875
0,11876,12025
430,12026,12125
0,12126,12425
380,12426,12525
0,12526,12725
660,12726,12805
0,12806,13005
760,13006,13055
0,13056,13205
860,13206,13305
0,13306,13605
700,13606,13685
0,13686,13835
760,13836,13885
0,13886,14235
660,14236,14315
0,14316,14615
520,14616,14695
0,14696,14845
580,14846,14925
0,14926,15075
480,15076,15155
0,15156,15655
500,15656,15755
0,15756,16055
760,16056,16155
0,16156,16255
720,16256,16355
0,16356,16505
680,16506,16605
0,16606,16755
620,16756,16905
0,16906,17205
650,17206,17355
0,17356,17655
380,17656,17755
0,17756,17905
430,17906,18005
0,18006,18155
500,18156,18255
0,18256,18555
430,18556,18655
0,18656,18805
500,18806,18905
0,18906,19005
570,19006,19105
0,19106,19325
500,19326,19425
0,19426,19725
760,19726,19825
0,19826,19925
720,19926,20025
0,20026,20175
680,20176,20275
0,20276,20425
620,20426,20575
0,20576,20875
650,20876,21075
0,21076,21375
1020,21376,21455
0,21456,21755
1020,21756,21835
0,21836,21985
1020,21986,22065
0,22066,22365
380,22366,22465
0,22466,22765
500,22766,22865
0,22866,23165
760,23166,23265
0,23266,23365
720,23366,23465
0,23466,23615
680,23616,23715
0,23716,23865
620,23866,24015
0,24016,24315
650,24316,24465
0,24466,24765
380,24766,24865
0,24866,25015
430,25016,25115
0,25116,25265
500,25266,25365
0,25366,25665
430,25666,25765
0,25766,25915
500,25916,26015
0,26016,26115
570,26116,26215
0,26216,26635
585,26636,26735
0,26736,27185
550,27186,27285
0,27286,27705
500,27706,27805
0,27806,28165
380,28166,28265
0,28266,28565
500,28566,28665
0,28666,28965
500,28966,29065
0,29066,29215
500,29216,29315
0,29316,29615
500,29616,29715
0,29716,30015
760,30016,30115
0,30116,30215
720,30216,30315
0,30316,30465
680,30466,30565
0,30566,30715
620,30716,30865
0,30866,31165
650,31166,31315
0,31316,31615
380,31616,31715
0,31716,31865
430,31866,31965
0,31966,32115
500,32116,32215
0,32216,32515
430,32516,32615
0,32616,32765
500,32766,32865
0,32866,32965
570,32966,33065
0,33066,33285
500,33286,33385
0,33386,33685
760,33686,33785
0,33786,33885
720,33886,33985
0,33986,34135
680,34136,34235
0,34236,34385
620,34386,34535
0,34536,34835
650,34836,35035
0,35036,35335
1020,35336,35415
0,35416,35715
1020,35716,35795
0,35796,35945
1020,35946,36025
0,36026,36325
380,36326,36425
0,36426,36725
500,36726,36825
0,36826,37125
760,37126,37225
0,37226,37325
720,37326,37425
0,37426,37575
680,37576,37675
0,37676,37825
620,37826,37975
0,37976,38275
650,38276,38425
0,38426,38725
380,38726,38825
0,38826,38975
430,38976,39075
0,39076,39225
500,39226,39325
0,39326,39625
430,39626,39725
0,39726,39875
500,39876,39975
0,39976,40075
570,40076,40175
0,40176,40595
585,40596,40695
0,40696,41145
550,41146,41245
0,41246,41665
500,41666,41765
0,41766,42125
380,42126,42225
0,42226,42525
500,42526,42625
0,42626,42925
500,42926,43025
0,43026,43175
500,43176,43275
0,43276,43575
500,43576,43635
0,43636,43785
500,43786,43865
0,43866,44165
500,44166,44225
0,44226,44575
500,44576,44655
0,44656,44805
580,44806,44885
0,44886,45235
660,45236,45315
0,45316,45465
500,45466,45545
0,45546,45845
430,45846,45925
0,45926,46075
380,46076,46155
0,46156,46755
500,46756,46815
0,46816,46965
500,46966,47045
0,47046,47345
500,47346,47405
0,47406,47755
500,47756,47835
0,47836,47985
580,47986,48065
0,48066,48215
660,48216,48295
0,48296,48845
870,48846,48925
0,48926,49250
760,49251,49330
0,49331,49930
500,49931,49990
0,49991,50140
500,50141,50220
0,50221,50520
500,50521,50580
0,50581,50930
500,50931,51010
0,51011,51160
580,51161,51240
0,51241,51590
660,51591,51670
0,51671,51820
500,51821,51900
0,51901,52200
430,52201,52280
0,52281,52430
380,52431,52510
0,52511,53110
660,53111,53210
0,53211,53360
660,53361,53460
0,53461,53760
660,53761,53860
0,53861,54160
510,54161,54260
0,54261,54360
660,54361,54460
0,54461,54760
770,54761,54860
0,54861,55410
380,55411,55510
0,55511,56085
